Order ID,Material Cost,Labor Cost,Total Price Charged
O000465,164.32,207.71,433.42999999999995
O000466,315.11,292.27,637.05
O000467,498.34,171.4,706.67
O000468,352.38,345.77,762.1
O000469,255.46,46.0,334.98
O000470,321.14,331.33,769.08
O000471,366.6,133.8,689.2
O000472,397.87,114.19,693.6999999999999
O000473,91.84,143.25,257.94
O000474,277.63,167.11,516.4
O000475,435.8,186.8,691.47
O000476,410.25,278.48,813.35
O000477,199.78,100.59,384.3
O000478,428.33,378.6,916.3000000000001
O000479,339.62,360.28,893.13
O000480,464.53,200.57,795.81
O000481,115.24,286.14,520.16
O000482,416.26,108.54,580.41
O000483,103.8,251.76,496.88
O000484,404.29,352.47,820.99
O000485,125.71,183.35,381.84000000000003
O000486,105.62,162.3,344.59000000000003
O000487,52.52,223.85,332.62
O000488,185.89,186.33,459.64000000000004
O000489,57.51,156.23,402.23
O000490,405.62,313.7,811.65
O000491,354.77,336.59,882.9399999999999
O000492,357.68,148.26,688.21
O000493,235.29,324.0,732.5
O000494,404.74,377.0,970.6700000000001
O000495,446.96,212.24,759.4100000000001
O000496,170.0,303.56,632.23
O000497,341.5,221.49,647.07
O000498,72.68,75.28,341.81
O000499,496.6,146.41,747.47
O000500,312.4,380.38,865.8499999999999
O000501,369.16,106.62,619.2
O000502,432.18,354.94,948.79
O000503,401.24,283.01,712.57
O000504,91.61,65.56,236.59000000000003
O000505,464.59,124.81,757.4399999999999
O000506,204.57,118.81,459.15
O000507,489.12,283.16,830.15
O000508,387.47,229.22,775.1600000000001
O000509,469.82,76.03,594.74
O000510,225.23,244.56,611.18
O000511,338.8,384.24,913.64
O000512,51.01,330.15,458.34999999999997
O000513,488.95,379.32,1025.79
O000514,338.4,272.21,633.9899999999999
O000515,105.61,268.78,452.25
O000516,454.7,345.9,983.6299999999999
O000517,98.53,397.22,682.94
O000518,313.95,233.58,661.8199999999999
O000519,150.65,240.2,469.92
O000520,171.52,356.46,643.8100000000001
O000521,474.93,290.58,954.75
O000522,171.39,193.19,450.48
O000523,387.6,350.71,763.13
O000524,211.88,387.03,666.66
O000525,269.63,291.76,658.43
O000526,238.03,371.1,714.08
O000527,498.51,231.37,840.69
O000528,380.81,356.81,820.75
O000529,69.51,262.72,428.39
O000530,360.63,199.86,736.9200000000001
O000531,345.16,67.05,483.27000000000004
O000532,216.52,82.88,427.03
O000533,196.0,293.16,542.82
O000534,234.04,206.25,477.38
O000535,209.95,264.23,658.77
O000536,161.45,49.15,346.11
O000537,204.49,299.54,644.0600000000001
O000538,367.09,135.98,557.6099999999999
O000539,80.91,308.68,562.1500000000001
O000540,291.03,63.13,439.79999999999995
O000541,304.94,326.43,741.23
O000542,129.9,45.35,314.75
O000543,290.6,98.16,535.3
O000544,124.07,329.38,607.42
O000545,226.66,189.05,497.93000000000006
O000546,206.41,55.92,363.58
O000547,172.58,250.07,469.60999999999996
O000548,297.33,381.07,743.98
O000549,472.3,214.19,751.4200000000001
O000550,347.17,237.53,665.2
O000551,415.67,121.09,715.15
O000552,267.47,95.28,512.03
O000553,121.72,345.97,612.47
O000554,203.5,282.41,649.1800000000001
O000555,177.94,385.04,756.45
O000556,315.11,360.19,775.3399999999999
O000557,299.7,244.02,700.95
O000558,175.61,369.25,578.54
O000559,186.57,41.16,369.94
O000560,355.42,375.46,930.46
O000561,304.38,135.88,627.97
O000562,362.07,226.28,649.49
O000563,340.22,239.74,776.27
O000564,157.25,210.5,477.14
O000565,411.72,43.45,645.87
O000566,450.85,72.27,671.31
O000567,148.06,320.19,539.56
O000568,79.21,125.8,226.53
O000569,331.99,342.22,833.46
O000570,486.96,201.25,801.86
O000571,298.16,349.28,742.36
O000572,367.28,270.64,805.16
O000573,470.32,110.85,686.8399999999999
O000574,61.18,43.81,281.68
O000575,289.73,297.74,662.1800000000001
O000576,301.42,266.77,624.23
O000577,185.53,355.69,674.44
O000578,116.47,378.46,562.38
O000579,105.64,65.05,256.9
O000580,343.1,71.24,441.88000000000005
O000581,120.71,305.57,563.48
O000582,193.68,325.26,598.9300000000001
O000583,464.06,333.03,980.06
O000584,205.06,246.96,612.75
O000585,129.39,367.8,603.24
O000586,338.7,218.41,680.11
O000587,289.21,374.57,687.35
O000588,291.99,271.09,593.7099999999999
O000589,212.95,249.16,563.33
O000590,284.4,142.28,596.15
O000591,405.02,196.33,640.62
O000592,363.3,312.33,782.31
O000593,473.5,32.34,543.45
O000594,310.72,59.42,417.6700000000001
O000595,136.58,211.9,522.1700000000001
O000596,164.28,370.15,588.8699999999999
O000597,58.83,162.63,341.84
O000598,453.7,122.35,649.91
O000599,413.84,325.07,781.9
O000600,242.42,394.7,831.4
O000601,159.87,123.19,410.49
O000602,126.01,94.12,369.53
O000603,59.33,302.88,396.99
O000604,438.81,357.02,934.91
O000605,216.45,312.79,663.86
O000606,122.92,307.43,451.11
O000607,484.97,236.9,803.76
O000608,383.92,384.91,897.2900000000001
O000609,117.49,214.21,408.03
O000610,113.12,218.77,457.56
O000611,157.55,347.73,581.39
O000612,427.99,173.24,664.78
O000613,479.83,323.17,914.05
O000614,479.78,388.25,991.99
O000615,434.93,343.5,927.09
O000616,477.82,322.19,914.02
O000617,285.8,312.52,667.7299999999999
O000618,247.43,280.61,569.81
O000619,119.59,60.58,362.53000000000003
O000620,52.96,87.43,191.13000000000002
O000621,187.94,142.02,363.89000000000004
O000622,80.96,99.73,340.81
O000623,219.33,142.0,401.75000000000006
O000624,413.61,102.4,663.22
O000625,121.58,109.49,303.93
O000626,291.84,373.75,815.05
O000627,231.1,90.76,502.53
O000628,345.06,157.81,552.29
O000629,487.85,372.98,897.99
O000630,482.01,378.29,957.78
O000631,354.23,340.89,865.15
O000632,156.88,360.72,665.75
O000633,360.99,95.65,539.78
O000634,91.06,72.97,281.49
O000635,398.49,126.06,594.73
O000636,225.41,270.79,560.6400000000001
O000637,320.55,155.78,662.95
O000638,235.24,345.32,768.06
O000639,370.88,372.94,772.64
O000640,354.21,34.87,489.79999999999995
O000641,423.72,85.93,666.08
O000642,115.46,82.58,359.74
O000643,311.06,251.38,725.51
O000644,186.83,372.31,669.88
O000645,212.3,168.77,466.96000000000004
O000646,181.36,345.57,584.97
O000647,355.92,140.32,554.75
O000648,376.19,297.8,695.38
O000649,239.44,88.82,490.91999999999996
O000650,162.33,334.06,637.48
O000651,424.73,131.25,601.76
O000652,305.82,53.13,457.6
O000653,77.33,381.46,544.39
O000654,358.43,116.44,612.03
O000655,307.54,74.14,479.15
O000656,336.83,370.52,849.28
O000657,149.28,377.61,570.4
O000658,463.43,193.34,846.3
O000659,392.56,314.22,806.64
O000660,477.34,107.2,672.81
O000661,378.89,151.96,664.83
O000662,293.93,352.22,812.3600000000001
O000663,127.55,206.17,515.74
O000664,489.53,33.87,638.6899999999999
O000665,58.16,222.6,360.96
O000666,150.29,61.76,403.03
O000667,490.39,65.93,702.8799999999999
O000668,419.61,360.77,970.3299999999999
O000669,65.8,247.74,474.66
O000670,395.72,201.21,617.45
O000671,178.2,309.95,628.72
O000672,112.9,148.91,305.13
O000673,419.8,333.5,781.74
O000674,484.81,278.15,882.72
O000675,132.81,281.98,506.90000000000003
O000676,182.78,281.97,525.23
O000677,425.18,52.68,579.1700000000001
O000678,399.85,136.74,588.51
O000679,180.72,212.2,419.94999999999993
O000680,228.23,188.66,602.94
O000681,217.06,373.5,663.3699999999999
O000682,76.76,228.51,366.67999999999995
O000683,127.44,240.38,434.53999999999996
O000684,147.46,220.21,564.03
O000685,79.51,30.54,257.71000000000004
O000686,281.14,264.69,723.6899999999999
O000687,161.49,241.95,485.71
O000688,345.1,133.0,519.11
O000689,382.81,69.22,537.64
O000690,247.47,77.82,384.66999999999996
O000691,73.85,245.34,357.98
O000692,242.45,281.38,711.8699999999999
O000693,332.03,293.08,777.1899999999999
O000694,376.02,396.73,937.27
O000695,244.95,358.16,765.58
O000696,319.14,33.74,465.88
O000697,342.58,341.25,883.0799999999999
O000698,51.85,358.02,569.5
O000699,108.73,333.72,467.64000000000004
O000700,300.23,370.95,820.6600000000001
O000701,355.27,185.47,740.08
O000702,213.7,351.2,624.49
O000703,219.74,181.83,535.34
O000704,122.84,166.83,365.18
O000705,223.95,299.49,718.3800000000001
O000706,485.96,164.75,683.34
O000707,67.23,227.59,480.03
O000708,494.89,119.06,682.98
O000709,90.25,284.72,470.76000000000005
O000710,412.46,364.12,850.9699999999999
O000711,368.47,181.44,574.7400000000001
O000712,251.01,316.4,638.99
O000713,342.19,135.2,589.84
O000714,270.73,293.37,711.02
O000715,204.03,333.83,638.27
O000716,225.17,226.66,516.76
O000717,343.32,303.81,682.23
O000718,308.29,249.23,678.78
O000719,223.14,324.69,603.03
O000720,469.68,73.57,697.8199999999999
O000721,473.31,363.13,1021.7700000000001
O000722,318.7,112.68,503.62
O000723,201.89,178.98,504.22
O000724,134.33,138.29,350.31
O000725,207.47,89.15,457.34000000000003
O000726,267.15,396.27,779.1999999999999
O000727,287.63,333.77,772.0
O000728,360.8,252.45,745.41
O000729,217.73,180.22,526.21
O000730,483.49,389.12,912.19
O000731,494.48,276.98,824.25
O000732,385.72,35.2,616.56
O000733,386.0,60.56,571.4
O000734,295.64,376.66,774.68
O000735,178.0,239.79,498.13
O000736,427.3,311.57,937.87
O000737,421.39,336.18,878.4399999999999
O000738,360.35,112.98,539.87
O000739,294.28,133.92,557.52
O000740,494.65,300.04,911.9100000000001
O000741,439.3,379.71,958.56
O000742,402.55,361.51,931.64
O000743,438.8,63.85,558.1600000000001
O000744,387.48,135.16,619.55
O000745,419.32,378.21,990.0699999999999
O000746,359.65,240.49,702.13
O000747,74.51,270.24,538.3199999999999
O000748,271.72,297.53,612.46
O000749,121.25,330.74,625.13
O000750,272.11,66.49,402.15000000000003
O000751,138.95,371.74,673.11
O000752,449.69,202.54,843.36
O000753,146.7,171.05,379.07
O000754,78.31,61.13,297.81
O000755,338.73,301.55,724.66
O000756,310.83,309.58,663.05
O000757,114.03,204.7,339.24
O000758,337.1,63.3,471.32000000000005
O000759,387.53,153.33,712.07
O000760,252.35,375.53,674.12
O000761,350.96,220.91,687.81
O000762,465.8,128.83,791.86
O000763,239.77,297.77,628.9599999999999
O000764,284.72,356.16,827.7200000000001
O000765,467.83,376.65,878.01
O000766,447.17,251.01,781.1
O000767,469.87,129.18,665.63
O000768,95.48,119.69,282.89
O000769,451.65,36.72,640.81
O000770,53.71,34.74,118.04
O000771,484.37,212.01,833.51
O000772,150.85,119.55,358.88
O000773,247.17,183.72,535.3299999999999
O000774,178.6,248.61,559.88
O000775,331.69,116.74,643.79
O000776,217.31,377.97,731.8299999999999
O000777,303.2,324.84,784.0999999999999
O000778,390.64,368.81,857.11
O000779,110.59,207.84,488.06
O000780,259.3,49.76,480.98
O000781,450.77,239.2,749.5400000000001
O000782,391.31,391.98,839.3499999999999
O000783,447.59,103.36,724.67
O000784,329.61,237.59,646.21
O000785,153.63,119.8,353.1
O000786,280.44,339.78,815.9000000000001
O000787,83.96,167.47,325.48
O000788,108.03,329.14,550.5
O000789,155.71,164.35,384.25
O000790,73.07,144.29,247.1
O000791,65.17,180.74,440.47
O000792,158.7,38.63,317.84999999999997
O000793,190.44,208.57,535.47
O000794,392.99,297.51,801.15
O000795,473.73,267.22,925.1400000000001
O000796,249.38,100.78,417.06999999999994
O000797,268.06,264.76,597.75
O000798,97.35,57.09,255.64
O000799,331.37,374.03,808.63
O000800,471.66,215.4,876.6800000000001
O000801,442.35,70.7,621.5400000000001
O000802,387.94,249.06,748.37
O000803,332.35,279.84,681.32
O000804,310.59,116.99,534.9
O000805,372.07,384.4,905.5500000000001
O000806,231.15,236.6,578.5
O000807,303.38,297.8,654.5600000000001
O000808,466.13,81.52,726.6899999999999
O000809,375.56,388.0,828.68
O000810,203.24,139.67,489.15
O000811,485.88,371.5,1033.07
O000812,290.4,186.68,581.74
O000813,224.32,324.6,619.96
O000814,403.27,139.16,627.2299999999999
O000815,141.56,64.49,367.73
O000816,108.3,302.03,596.73
